step,agent_y,agent_x,agent_load,rew,action,put/take
14886,2,1,3,-1.0,4,walk
14887,2,0,0,21.5,4,put
14888,2,0,0,0.0,0,stay
14889,2,0,0,0.0,0,stay
14890,2,1,0,-1.0,2,walk
14891,3,1,0,-1.0,3,walk
14892,4,1,1,6.5,3,take
14893,4,1,1,0.0,0,stay
14894,4,1,1,0.0,0,stay
14895,4,2,2,6.5,2,take
14896,4,2,2,0.0,0,stay
14897,3,2,2,-1.0,1,walk
14898,2,2,2,-1.0,1,walk
14899,1,2,2,-1.0,1,walk
14900,0,2,3,6.5,1,take
14901,0,1,3,-1.0,4,walk
14902,0,0,3,-1.0,4,walk
14903,1,0,3,-1.0,3,walk
14904,2,0,0,21.5,3,put
14905,2,1,0,-1.0,2,walk
14906,3,1,0,-1.0,3,walk
14907,3,2,0,-1.0,2,walk
14908,4,2,1,6.5,3,take
14909,4,3,1,-1.0,2,walk
14910,4,4,1,-1.0,2,walk
14911,3,4,2,6.5,1,take
14912,3,3,2,-1.0,4,walk
14913,3,2,3,6.5,4,take
14914,3,1,3,-1.0,4,walk
14915,3,0,3,-1.0,4,walk
14916,2,0,0,21.5,1,put
14917,2,1,0,-1.0,2,walk
14918,2,2,1,6.5,2,take
14919,2,1,1,-1.0,4,walk
14920,3,1,2,6.5,3,take
14921,2,1,2,-1.0,1,walk
14922,2,2,2,-1.0,2,walk
14923,1,2,3,6.5,1,take
14924,1,1,3,-1.0,4,walk
14925,1,0,3,-1.0,4,walk
14926,2,0,0,21.5,3,put
14927,2,1,0,-1.0,2,walk
14928,1,1,0,-1.0,1,walk
14929,0,1,1,6.5,1,take
14930,0,2,1,-1.0,2,walk
14931,1,2,1,-1.0,3,walk
14932,2,2,1,-1.0,3,walk
14933,3,2,2,6.5,3,take
14934,3,1,3,6.5,4,take
14935,3,0,3,-1.0,4,walk
14936,2,0,0,21.5,1,put
14937,2,0,0,0.0,0,stay
14938,2,0,0,0.0,0,stay
14939,2,1,0,-1.0,2,walk
14940,2,2,0,-1.0,2,walk
14941,2,3,0,-1.0,2,walk
14942,1,3,1,6.5,1,take
14943,1,3,1,0.0,0,stay
14944,1,3,1,0.0,0,stay
14945,1,3,1,0.0,0,stay
14946,1,3,1,0.0,0,stay
14947,1,3,1,0.0,0,stay
14948,1,3,1,0.0,0,stay
14949,1,3,1,0.0,0,stay
14950,1,3,1,0.0,0,stay
14951,1,3,1,0.0,0,stay
14952,1,3,1,0.0,0,stay
14953,1,3,1,0.0,0,stay
14954,1,2,1,-1.0,4,walk
14955,2,2,2,6.5,3,take
14956,2,3,2,-1.0,2,walk
14957,2,4,2,-1.0,2,walk
14958,1,4,2,-1.0,1,walk
14959,0,4,3,6.5,1,take
14960,1,4,3,-1.0,3,walk
14961,2,4,3,-1.0,3,walk
14962,2,3,3,-1.0,4,walk
14963,2,2,3,-1.0,4,walk
14964,2,1,3,-1.0,4,walk
14965,2,0,0,21.5,4,put
14966,2,1,0,-1.0,2,walk
14967,2,2,0,-1.0,2,walk
14968,2,3,0,-1.0,2,walk
14969,2,4,1,6.5,2,take
14970,2,3,1,-1.0,4,walk
14971,2,3,2,7.5,0,take
14972,1,3,3,6.5,1,take
14973,1,2,3,-1.0,4,walk
14974,1,1,3,-1.0,4,walk
14975,1,0,3,-1.0,4,walk
14976,2,0,0,21.5,3,put
14977,2,1,0,-1.0,2,walk
14978,2,2,0,-1.0,2,walk
14979,3,2,1,6.5,3,take
14980,3,3,2,6.5,2,take
14981,3,3,2,0.0,0,stay
14982,3,3,2,0.0,0,stay
14983,3,3,2,0.0,0,stay
14984,2,3,2,-1.0,1,walk
14985,1,3,3,6.5,1,take
14986,1,2,3,-1.0,4,walk
14987,1,1,3,-1.0,4,walk
14988,1,0,3,-1.0,4,walk
14989,2,0,0,21.5,3,put
14990,1,0,1,6.5,1,take
14991,2,0,0,6.5,3,take
14992,3,0,0,-1.0,3,walk
14993,4,0,1,6.5,3,take
14994,4,1,1,-1.0,2,walk
14995,4,2,1,-1.0,2,walk
14996,4,3,1,-1.0,2,walk
14997,3,3,2,6.5,1,take
14998,3,3,2,0.0,0,stay
14999,3,2,3,6.5,4,take
15000,2,0,0,0.0,0,stay
15001,2,0,0,0.0,0,stay
15002,2,0,0,0.0,0,stay
15003,2,1,0,-1.0,2,walk
15004,2,2,0,-1.0,2,walk
15005,2,3,0,-1.0,2,walk
15006,2,4,0,-1.0,2,walk
15007,3,4,1,6.5,3,take
15008,4,4,1,-1.0,3,walk
15009,4,3,2,6.5,4,take
15010,4,2,3,6.5,4,take
15011,4,1,3,-1.0,4,walk
15012,4,0,3,-1.0,4,walk
15013,3,0,3,-1.0,1,walk
15014,2,0,0,21.5,1,put
15015,2,0,0,0.0,0,stay
15016,2,0,0,0.0,0,stay
15017,2,0,0,0.0,0,stay
15018,2,0,0,0.0,0,stay
15019,2,0,0,0.0,0,stay
15020,2,0,0,0.0,0,stay
15021,2,0,0,0.0,0,stay
15022,2,0,0,0.0,0,stay
15023,2,0,0,0.0,0,stay
15024,2,0,0,0.0,0,stay
15025,2,1,0,-1.0,2,walk
15026,2,2,0,-1.0,2,walk
15027,2,3,0,-1.0,2,walk
15028,2,4,1,6.5,2,take
15029,2,3,1,-1.0,4,walk
15030,2,2,1,-1.0,4,walk
15031,1,2,2,6.5,1,take
15032,1,1,2,-1.0,4,walk
15033,0,1,3,6.5,1,take
15034,0,0,3,-1.0,4,walk
15035,1,0,3,-1.0,3,walk
15036,2,0,0,21.5,3,put
15037,2,1,0,-1.0,2,walk
15038,2,2,0,-1.0,2,walk
15039,2,3,1,6.5,2,take
15040,1,3,1,-1.0,1,walk
15041,1,2,1,-1.0,4,walk
15042,0,2,2,6.5,1,take
15043,0,2,2,0.0,0,stay
15044,0,2,2,0.0,0,stay
15045,0,3,2,-1.0,2,walk
15046,0,4,2,-1.0,2,walk
15047,1,4,3,6.5,3,take
15048,2,4,3,-1.0,3,walk
15049,2,3,3,-1.0,4,walk
15050,2,2,3,-1.0,4,walk
15051,2,1,3,-1.0,4,walk
15052,2,0,0,21.5,4,put
15053,2,1,0,-1.0,2,walk
15054,2,2,0,-1.0,2,walk
15055,2,2,1,7.5,0,take
15056,1,2,2,6.5,1,take
15057,1,3,2,-1.0,2,walk
15058,2,3,2,-1.0,3,walk
15059,3,3,3,6.5,3,take
15060,3,2,3,-1.0,4,walk
15061,3,1,3,-1.0,4,walk
15062,3,0,3,-1.0,4,walk
15063,2,0,0,21.5,1,put
15064,2,1,0,-1.0,2,walk
15065,3,1,0,-1.0,3,walk
15066,4,1,1,6.5,3,take
15067,4,2,1,-1.0,2,walk
15068,4,3,1,-1.0,2,walk
15069,4,4,1,-1.0,2,walk
15070,3,4,2,6.5,1,take
15071,2,4,3,6.5,1,take
15072,2,3,3,-1.0,4,walk
15073,2,2,3,-1.0,4,walk
15074,2,1,3,-1.0,4,walk
15075,2,0,0,21.5,4,put
15076,2,1,0,-1.0,2,walk
15077,3,1,0,-1.0,3,walk
15078,3,2,0,-1.0,2,walk
15079,3,3,1,6.5,2,take
15080,4,3,2,6.5,3,take
15081,4,3,2,0.0,0,stay
15082,4,3,2,0.0,0,stay
15083,4,3,2,0.0,0,stay
15084,4,3,2,0.0,0,stay
15085,4,3,2,0.0,0,stay
15086,4,3,2,0.0,0,stay
15087,4,4,3,6.5,2,take
15088,3,4,3,-1.0,1,walk
15089,3,3,3,-1.0,4,walk
15090,3,2,3,-1.0,4,walk
15091,3,1,3,-1.0,4,walk
15092,3,0,3,-1.0,4,walk
15093,2,0,0,21.5,1,put
15094,2,1,0,-1.0,2,walk
15095,1,1,0,-1.0,1,walk
15096,0,1,1,6.5,1,take
15097,0,1,1,0.0,0,stay
15098,0,1,1,0.0,0,stay
15099,0,1,1,0.0,0,stay
15100,0,2,1,-1.0,2,walk
15101,0,3,1,-1.0,2,walk
15102,0,4,1,-1.0,2,walk
15103,1,4,2,6.5,3,take
15104,2,4,2,-1.0,3,walk
15105,3,4,2,-1.0,3,walk
15106,4,4,2,-1.0,3,walk
15107,4,3,2,-1.0,4,walk
15108,4,2,2,-1.0,4,walk
15109,4,1,3,6.5,4,take
15110,4,0,3,-1.0,4,walk
15111,3,0,3,-1.0,1,walk
15112,2,0,0,21.5,1,put
15113,2,1,0,-1.0,2,walk
15114,2,2,1,6.5,2,take
15115,3,2,2,6.5,3,take
15116,2,2,3,6.5,1,take
15117,2,1,3,-1.0,4,walk
15118,2,0,0,21.5,4,put
15119,2,1,0,-1.0,2,walk
15120,2,2,0,-1.0,2,walk
15121,2,3,0,-1.0,2,walk
15122,2,4,1,6.5,2,take
15123,3,4,1,-1.0,3,walk
15124,3,3,2,6.5,4,take
15125,3,2,2,-1.0,4,walk
15126,3,1,2,-1.0,4,walk
15127,3,0,2,-1.0,4,walk
15128,4,0,3,6.5,3,take
15129,3,0,3,-1.0,1,walk
15130,2,0,0,21.5,1,put
15131,2,1,0,-1.0,2,walk
15132,2,2,0,-1.0,2,walk
15133,1,2,0,-1.0,1,walk
15134,1,3,0,-1.0,2,walk
15135,0,3,1,6.5,1,take
15136,0,4,1,-1.0,2,walk
15137,1,4,1,-1.0,3,walk
15138,2,4,1,-1.0,3,walk
15139,3,4,2,6.5,3,take
15140,3,3,2,-1.0,4,walk
15141,3,2,2,-1.0,4,walk
15142,3,1,2,-1.0,4,walk
15143,2,1,2,-1.0,1,walk
15144,2,0,0,14.0,4,put
15145,1,0,1,6.5,1,take
15146,2,0,0,6.5,3,take
15147,3,0,0,-1.0,3,walk
15148,4,0,1,6.5,3,take
15149,4,1,1,-1.0,2,walk
15150,4,2,1,-1.0,2,walk
15151,4,3,1,-1.0,2,walk
15152,4,4,2,6.5,2,take
15153,3,4,2,-1.0,1,walk
15154,2,4,3,6.5,1,take
15155,2,3,3,-1.0,4,walk
15156,2,2,3,-1.0,4,walk
15157,2,1,3,-1.0,4,walk
15158,2,0,0,21.5,4,put
15159,1,0,0,-1.0,1,walk
15160,0,0,1,6.5,1,take
15161,0,1,1,-1.0,2,walk
15162,0,2,1,-1.0,2,walk
15163,0,3,1,-1.0,2,walk
15164,1,3,1,-1.0,3,walk
15165,2,3,1,-1.0,3,walk
15166,3,3,2,6.5,3,take
15167,2,3,2,-1.0,1,walk
15168,2,2,2,-1.0,4,walk
15169,2,1,2,-1.0,4,walk
15170,3,1,3,6.5,3,take
15171,3,0,3,-1.0,4,walk
15172,2,0,0,21.5,1,put
15173,2,0,0,0.0,0,stay
15174,2,0,0,0.0,0,stay
15175,2,0,0,0.0,0,stay
15176,2,0,0,0.0,0,stay
15177,2,0,0,0.0,0,stay
15178,2,0,0,0.0,0,stay
15179,2,0,0,0.0,0,stay
15180,2,1,0,-1.0,2,walk
15181,2,2,0,-1.0,2,walk
15182,2,3,0,-1.0,2,walk
15183,2,4,0,-1.0,2,walk
15184,1,4,1,6.5,1,take
15185,2,4,1,-1.0,3,walk
15186,3,4,1,-1.0,3,walk
15187,4,4,1,-1.0,3,walk
15188,4,3,2,6.5,4,take
15189,4,3,2,0.0,0,stay
15190,4,3,2,0.0,0,stay
15191,4,2,2,-1.0,4,walk
15192,4,1,2,-1.0,4,walk
15193,3,1,2,-1.0,1,walk
15194,2,1,3,6.5,1,take
15195,2,0,0,21.5,4,put
15196,2,1,0,-1.0,2,walk
15197,2,2,0,-1.0,2,walk
15198,2,1,1,6.5,4,put
15199,2,2,1,-1.0,2,walk
15200,2,0,0,0.0,0,stay
15201,2,0,0,0.0,0,stay
15202,2,0,0,0.0,0,stay
15203,2,0,0,0.0,0,stay
15204,2,1,0,-1.0,2,walk
15205,2,2,0,-1.0,2,walk
15206,1,2,0,-1.0,1,walk
15207,1,3,0,-1.0,2,walk
15208,0,3,1,6.5,1,take
15209,0,4,1,-1.0,2,walk
15210,1,4,1,-1.0,3,walk
15211,2,4,2,6.5,3,take
15212,3,4,2,-1.0,3,walk
15213,4,4,3,6.5,3,take
15214,3,4,3,-1.0,1,walk
15215,3,3,3,-1.0,4,walk
15216,3,2,3,-1.0,4,walk
15217,3,1,3,-1.0,4,walk
15218,3,0,3,-1.0,4,walk
15219,2,0,0,21.5,1,put
15220,2,1,0,-1.0,2,walk
15221,2,2,1,6.5,2,take
15222,2,3,1,-1.0,2,walk
15223,2,4,2,6.5,2,take
15224,2,4,2,0.0,0,stay
15225,3,4,2,-1.0,3,walk
15226,4,4,2,-1.0,3,walk
15227,4,3,2,-1.0,4,walk
15228,4,2,3,6.5,4,take
15229,4,1,3,-1.0,4,walk
15230,4,0,3,-1.0,4,walk
15231,3,0,3,-1.0,1,walk
15232,2,0,0,21.5,1,put
15233,2,0,0,0.0,0,stay
15234,2,0,0,0.0,0,stay
15235,2,0,0,0.0,0,stay
15236,2,0,0,0.0,0,stay
15237,2,1,0,-1.0,2,walk
15238,2,2,0,-1.0,2,walk
15239,2,3,0,-1.0,2,walk
15240,2,4,0,-1.0,2,walk
15241,1,4,0,-1.0,1,walk
15242,0,4,1,6.5,1,take
15243,1,4,1,-1.0,3,walk
15244,1,3,1,-1.0,4,walk
15245,1,2,2,6.5,4,take
15246,1,3,2,-1.0,2,walk
15247,1,4,3,6.5,2,take
15248,2,4,3,-1.0,3,walk
15249,2,3,3,-1.0,4,walk
15250,2,2,3,-1.0,4,walk
15251,2,1,3,-1.0,4,walk
15252,2,0,0,21.5,4,put
15253,2,1,0,-1.0,2,walk
15254,1,1,0,-1.0,1,walk
15255,1,2,0,-1.0,2,walk
15256,1,1,0,-1.0,4,walk
15257,1,0,1,6.5,4,take
15258,1,1,1,-1.0,2,walk
15259,2,1,1,-1.0,3,walk
15260,2,2,1,-1.0,2,walk
15261,3,2,2,6.5,3,take
15262,3,3,2,-1.0,2,walk
15263,2,3,3,6.5,1,take
15264,2,2,3,-1.0,4,walk
15265,2,1,3,-1.0,4,walk
15266,2,0,0,21.5,4,put
15267,2,1,0,-1.0,2,walk
15268,3,1,0,-1.0,3,walk
15269,3,2,0,-1.0,2,walk
15270,4,2,1,6.5,3,take
15271,4,3,2,6.5,2,take
15272,3,3,2,-1.0,1,walk
15273,2,3,2,-1.0,1,walk
15274,1,3,3,6.5,1,take
15275,1,2,3,-1.0,4,walk
15276,1,1,3,-1.0,4,walk
15277,1,0,3,-1.0,4,walk
15278,2,0,0,21.5,3,put
15279,2,1,0,-1.0,2,walk
15280,1,1,0,-1.0,1,walk
15281,0,1,1,6.5,1,take
15282,0,2,2,6.5,2,take
15283,0,3,2,-1.0,2,walk
15284,0,4,2,-1.0,2,walk
15285,1,4,2,-1.0,3,walk
15286,2,4,3,6.5,3,take
15287,2,3,3,-1.0,4,walk
15288,2,2,3,-1.0,4,walk
15289,2,1,3,-1.0,4,walk
15290,2,0,0,21.5,4,put
15291,2,1,0,-1.0,2,walk
15292,2,2,0,-1.0,2,walk
15293,1,2,1,6.5,1,take
15294,1,3,1,-1.0,2,walk
15295,2,3,1,-1.0,3,walk
15296,3,3,2,6.5,3,take
15297,3,3,2,0.0,0,stay
15298,3,3,2,0.0,0,stay
15299,3,3,2,0.0,0,stay
15300,3,4,2,-1.0,2,walk
15301,4,4,3,6.5,3,take
15302,3,4,3,-1.0,1,walk
15303,3,3,3,-1.0,4,walk
15304,3,2,3,-1.0,4,walk
15305,3,1,3,-1.0,4,walk
15306,3,0,3,-1.0,4,walk
15307,2,0,0,21.5,1,put
15308,2,1,1,6.5,2,take
15309,2,2,1,-1.0,2,walk
15310,2,3,1,-1.0,2,walk
15311,1,3,2,6.5,1,take
15312,1,3,2,0.0,0,stay
15313,1,3,2,0.0,0,stay
15314,1,3,2,0.0,0,stay
15315,1,3,2,0.0,0,stay
15316,1,3,2,0.0,0,stay
15317,1,3,2,0.0,0,stay
15318,1,3,2,0.0,0,stay
15319,2,3,2,-1.0,3,walk
15320,3,3,2,-1.0,3,walk
15321,4,3,3,6.5,3,take
15322,4,2,3,-1.0,4,walk
15323,4,1,3,-1.0,4,walk
15324,4,0,3,-1.0,4,walk
15325,3,0,3,-1.0,1,walk
15326,2,0,0,21.5,1,put
15327,2,1,0,-1.0,2,walk
15328,1,1,1,6.5,1,take
15329,1,2,1,-1.0,2,walk
15330,2,2,2,6.5,3,take
15331,2,3,2,-1.0,2,walk
15332,2,4,2,-1.0,2,walk
15333,3,4,3,6.5,3,take
15334,3,3,3,-1.0,4,walk
15335,3,2,3,-1.0,4,walk
15336,3,1,3,-1.0,4,walk
15337,3,0,3,-1.0,4,walk
15338,2,0,0,21.5,1,put
15339,2,1,0,-1.0,2,walk
15340,2,2,0,-1.0,2,walk
15341,1,2,1,6.5,1,take
15342,1,2,1,0.0,0,stay
15343,1,2,1,0.0,0,stay
15344,1,2,1,0.0,0,stay
15345,1,2,1,0.0,0,stay
15346,1,2,1,0.0,0,stay
15347,2,2,2,6.5,3,take
15348,2,2,2,0.0,0,stay
15349,3,2,3,6.5,3,take
15350,3,1,3,-1.0,4,walk
15351,3,0,3,-1.0,4,walk
15352,2,0,0,21.5,1,put
15353,2,1,0,-1.0,2,walk
15354,2,2,0,-1.0,2,walk
15355,1,2,1,6.5,1,take
15356,1,3,1,-1.0,2,walk
15357,2,3,1,-1.0,3,walk
15358,3,3,2,6.5,3,take
15359,3,3,2,0.0,0,stay
15360,3,3,2,0.0,0,stay
15361,3,3,2,0.0,0,stay
15362,3,2,2,-1.0,4,walk
15363,2,2,3,6.5,1,take
15364,2,1,3,-1.0,4,walk
15365,2,0,0,21.5,4,put
15366,2,0,0,0.0,0,stay
15367,2,0,0,0.0,0,stay
15368,2,0,0,0.0,0,stay
15369,2,0,0,0.0,0,stay
15370,2,0,0,0.0,0,stay
15371,3,0,1,6.5,3,take
15372,3,1,1,-1.0,2,walk
15373,3,2,1,-1.0,2,walk
15374,3,3,2,6.5,2,take
15375,2,3,2,-1.0,1,walk
15376,1,3,3,6.5,1,take
15377,1,2,3,-1.0,4,walk
15378,1,1,3,-1.0,4,walk
15379,1,0,3,-1.0,4,walk
15380,2,0,0,21.5,3,put
15381,2,1,0,-1.0,2,walk
15382,1,1,0,-1.0,1,walk
15383,1,1,1,7.5,0,take
15384,0,1,2,6.5,1,take
15385,0,2,2,-1.0,2,walk
15386,0,3,3,6.5,2,take
15387,0,2,3,-1.0,4,walk
15388,0,1,3,-1.0,4,walk
15389,0,0,3,-1.0,4,walk
15390,1,0,3,-1.0,3,walk
15391,2,0,0,21.5,3,put
15392,2,1,0,-1.0,2,walk
15393,2,2,0,-1.0,2,walk
15394,2,3,1,6.5,2,take
15395,2,4,1,-1.0,2,walk
15396,3,4,2,6.5,3,take
15397,4,4,2,-1.0,3,walk
15398,4,3,3,6.5,4,take
15399,4,2,3,-1.0,4,walk
15400,2,0,0,0.0,0,stay
15401,2,0,0,0.0,0,stay
15402,2,0,0,0.0,0,stay
15403,2,0,0,0.0,0,stay
15404,2,0,0,0.0,0,stay
15405,2,0,0,0.0,0,stay
15406,2,0,0,0.0,0,stay
15407,2,0,0,0.0,0,stay
15408,2,0,0,0.0,0,stay
15409,3,0,1,6.5,3,take
15410,3,1,1,-1.0,2,walk
15411,4,1,2,6.5,3,take
15412,4,2,2,-1.0,2,walk
15413,4,3,2,-1.0,2,walk
15414,4,4,2,-1.0,2,walk
15415,3,4,3,6.5,1,take
15416,3,3,3,-1.0,4,walk
15417,3,2,3,-1.0,4,walk
15418,3,1,3,-1.0,4,walk
15419,3,0,3,-1.0,4,walk
15420,2,0,0,21.5,1,put
15421,2,1,0,-1.0,2,walk
15422,2,2,0,-1.0,2,walk
15423,2,3,0,-1.0,2,walk
15424,3,3,1,6.5,3,take
15425,3,4,1,-1.0,2,walk
15426,2,4,1,-1.0,1,walk
15427,1,4,2,6.5,1,take
15428,1,3,2,-1.0,4,walk
15429,0,3,3,6.5,1,take
15430,0,2,3,-1.0,4,walk
15431,0,1,3,-1.0,4,walk
15432,0,0,3,-1.0,4,walk
15433,1,0,3,-1.0,3,walk
15434,2,0,0,21.5,3,put
15435,2,1,0,-1.0,2,walk
15436,2,2,0,-1.0,2,walk
15437,2,3,0,-1.0,2,walk
15438,3,3,1,6.5,3,take
15439,2,3,1,-1.0,1,walk
15440,1,3,2,6.5,1,take
15441,1,4,3,6.5,2,take
15442,2,4,3,-1.0,3,walk
15443,2,3,3,-1.0,4,walk
15444,2,2,3,-1.0,4,walk
15445,2,1,3,-1.0,4,walk
15446,2,0,0,21.5,4,put
15447,2,1,0,-1.0,2,walk
15448,2,2,0,-1.0,2,walk
15449,2,3,1,6.5,2,take
15450,2,4,2,6.5,2,take
15451,3,4,3,6.5,3,take
15452,3,3,3,-1.0,4,walk
15453,3,2,3,-1.0,4,walk
15454,3,1,3,-1.0,4,walk
15455,3,0,3,-1.0,4,walk
15456,2,0,0,21.5,1,put
15457,2,1,0,-1.0,2,walk
15458,2,2,0,-1.0,2,walk
15459,2,3,0,-1.0,2,walk
15460,2,4,1,6.5,2,take
15461,1,4,1,-1.0,1,walk
15462,0,4,2,6.5,1,take
15463,0,4,2,0.0,0,stay
15464,0,4,2,0.0,0,stay
15465,1,4,2,-1.0,3,walk
15466,1,3,2,-1.0,4,walk
15467,1,2,2,-1.0,4,walk
15468,1,1,3,6.5,4,take
15469,1,0,3,-1.0,4,walk
15470,2,0,0,21.5,3,put
15471,2,0,0,0.0,0,stay
15472,2,0,0,0.0,0,stay
15473,2,0,0,0.0,0,stay
15474,2,0,0,0.0,0,stay
15475,2,0,0,0.0,0,stay
15476,2,0,0,0.0,0,stay
15477,2,1,0,-1.0,2,walk
15478,2,2,0,-1.0,2,walk
15479,2,3,0,-1.0,2,walk
15480,2,4,1,6.5,2,take
15481,1,4,2,6.5,1,take
15482,2,4,2,-1.0,3,walk
15483,3,4,2,-1.0,3,walk
15484,3,3,3,6.5,4,take
15485,3,2,3,-1.0,4,walk
15486,3,1,3,-1.0,4,walk
15487,3,0,3,-1.0,4,walk
15488,2,0,0,21.5,1,put
15489,3,0,1,6.5,3,take
15490,3,1,1,-1.0,2,walk
15491,2,1,1,-1.0,1,walk
15492,1,1,2,6.5,1,take
15493,1,2,2,-1.0,2,walk
15494,1,3,2,-1.0,2,walk
15495,1,4,3,6.5,2,take
15496,2,4,3,-1.0,3,walk
15497,2,3,3,-1.0,4,walk
15498,2,2,3,-1.0,4,walk
15499,2,1,3,-1.0,4,walk
15500,2,0,0,21.5,4,put
15501,2,1,0,-1.0,2,walk
15502,2,2,1,6.5,2,take
15503,2,3,1,-1.0,2,walk
15504,2,4,2,6.5,2,take
15505,2,4,2,0.0,0,stay
15506,2,3,2,-1.0,4,walk
15507,2,2,3,6.5,4,take
15508,2,1,3,-1.0,4,walk
15509,2,0,0,21.5,4,put
15510,2,0,0,0.0,0,stay
15511,2,1,0,-1.0,2,walk
15512,2,2,0,-1.0,2,walk
15513,2,3,0,-1.0,2,walk
15514,3,3,1,6.5,3,take
15515,3,3,1,0.0,0,stay
15516,4,3,2,6.5,3,take
15517,4,3,2,0.0,0,stay
15518,4,3,2,0.0,0,stay
15519,4,3,2,0.0,0,stay
15520,4,3,2,0.0,0,stay
15521,4,3,2,0.0,0,stay
15522,4,4,2,-1.0,2,walk
15523,3,4,3,6.5,1,take
15524,3,3,3,-1.0,4,walk
15525,3,2,3,-1.0,4,walk
15526,3,1,3,-1.0,4,walk
15527,3,0,3,-1.0,4,walk
15528,2,0,0,21.5,1,put
15529,2,1,0,-1.0,2,walk
15530,2,2,0,-1.0,2,walk
15531,1,2,1,6.5,1,take
15532,1,3,1,-1.0,2,walk
15533,1,4,1,-1.0,2,walk
15534,0,4,2,6.5,1,take
15535,1,4,2,-1.0,3,walk
15536,2,4,2,-1.0,3,walk
15537,3,4,3,6.5,3,take
15538,3,3,3,-1.0,4,walk
15539,3,2,3,-1.0,4,walk
15540,3,1,3,-1.0,4,walk
15541,3,0,3,-1.0,4,walk
15542,2,0,0,21.5,1,put
15543,2,0,0,0.0,0,stay
15544,2,0,0,0.0,0,stay
15545,2,0,0,0.0,0,stay
15546,2,0,0,0.0,0,stay
15547,2,1,0,-1.0,2,walk
15548,2,2,0,-1.0,2,walk
15549,3,2,1,6.5,3,take
15550,2,2,1,-1.0,1,walk
15551,1,2,1,-1.0,1,walk
15552,1,1,1,-1.0,4,walk
15553,0,1,2,6.5,1,take
15554,0,2,2,-1.0,2,walk
15555,0,3,2,-1.0,2,walk
15556,1,3,2,-1.0,3,walk
15557,2,3,3,6.5,3,take
15558,2,2,3,-1.0,4,walk
15559,2,1,3,-1.0,4,walk
15560,2,0,0,21.5,4,put
15561,2,1,0,-1.0,2,walk
15562,2,2,0,-1.0,2,walk
15563,3,2,1,6.5,3,take
15564,2,2,1,-1.0,1,walk
15565,1,2,1,-1.0,1,walk
15566,1,3,1,-1.0,2,walk
15567,0,3,2,6.5,1,take
15568,0,4,3,6.5,2,take
15569,1,4,3,-1.0,3,walk
15570,2,4,3,-1.0,3,walk
15571,2,3,3,-1.0,4,walk
15572,2,2,3,-1.0,4,walk
15573,2,1,3,-1.0,4,walk
15574,2,0,0,21.5,4,put
15575,2,1,0,-1.0,2,walk
15576,2,2,0,-1.0,2,walk
15577,3,2,1,6.5,3,take
15578,3,3,1,-1.0,2,walk
15579,3,4,2,6.5,2,take
15580,3,4,3,7.5,0,take
15581,3,3,3,-1.0,4,walk
15582,3,2,3,-1.0,4,walk
15583,3,1,3,-1.0,4,walk
15584,3,0,3,-1.0,4,walk
15585,2,0,0,21.5,1,put
15586,2,1,0,-1.0,2,walk
15587,2,2,0,-1.0,2,walk
15588,2,3,0,-1.0,2,walk
15589,1,3,1,6.5,1,take
15590,1,3,1,0.0,0,stay
15591,1,3,1,0.0,0,stay
15592,2,3,2,6.5,3,take
15593,2,2,2,-1.0,4,walk
15594,3,2,3,6.5,3,take
15595,3,1,3,-1.0,4,walk
15596,3,0,3,-1.0,4,walk
15597,2,0,0,21.5,1,put
15598,2,1,0,-1.0,2,walk
15599,2,2,0,-1.0,2,walk
15600,2,0,0,0.0,0,stay
15601,2,0,0,0.0,0,stay
15602,2,0,0,0.0,0,stay
15603,2,1,0,-1.0,2,walk
15604,2,2,0,-1.0,2,walk
15605,2,3,0,-1.0,2,walk
15606,2,4,0,-1.0,2,walk
15607,3,4,0,-1.0,3,walk
15608,4,4,1,6.5,3,take
15609,4,4,1,0.0,0,stay
15610,4,4,1,0.0,0,stay
15611,4,4,1,0.0,0,stay
15612,4,4,1,0.0,0,stay
15613,4,4,1,0.0,0,stay
15614,4,4,1,0.0,0,stay
15615,4,4,1,0.0,0,stay
15616,4,4,1,0.0,0,stay
15617,4,4,1,0.0,0,stay
15618,3,4,1,-1.0,1,walk
15619,2,4,1,-1.0,1,walk
15620,1,4,1,-1.0,1,walk
15621,0,4,2,6.5,1,take
15622,1,4,2,-1.0,3,walk
15623,1,3,2,-1.0,4,walk
15624,1,2,2,-1.0,4,walk
15625,0,2,3,6.5,1,take
15626,0,1,3,-1.0,4,walk
15627,0,0,3,-1.0,4,walk
15628,1,0,3,-1.0,3,walk
15629,2,0,0,21.5,3,put
15630,2,0,0,0.0,0,stay
15631,2,0,0,0.0,0,stay
15632,2,0,0,0.0,0,stay
15633,2,0,0,0.0,0,stay
15634,2,0,0,0.0,0,stay
15635,2,0,0,0.0,0,stay
15636,2,0,0,0.0,0,stay
15637,2,0,0,0.0,0,stay
15638,2,0,0,0.0,0,stay
15639,2,0,0,0.0,0,stay
15640,2,0,0,0.0,0,stay
15641,2,0,0,0.0,0,stay
15642,2,0,0,0.0,0,stay
15643,2,0,0,0.0,0,stay
15644,2,0,0,0.0,0,stay
15645,2,0,0,0.0,0,stay
15646,2,0,0,0.0,0,stay
15647,2,0,0,0.0,0,stay
15648,2,0,0,0.0,0,stay
15649,2,0,0,0.0,0,stay
